age,annual_income,employment_type,investment_horizon,risk_tolerance_score,financial_goal,dependents,tax_bracket,preferred_liquidity,investment_knowledge,recommended_product,recommended_product_full
36,1866230,Salaried,20,9,Emergency,1,>15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
58,789554,Retired,23,2,Emergency,3,5–10L,Medium,Intermediate,NSC,National Savings Certificate
48,1851204,Retired,1,7,Emergency,0,>15L,Medium,Expert,Combo,Mixed Investment Portfolio
22,788594,Self-employed,5,3,Tax Saving,3,5–10L,Medium,Intermediate,NSC,National Savings Certificate
32,1063962,Retired,12,4,Child Education,0,10–15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
37,961574,Self-employed,15,4,Wealth Creation,0,5–10L,High,Intermediate,Combo,Mixed Investment Portfolio
59,2411068,Self-employed,13,2,Emergency,0,>15L,High,Beginner,NSC,National Savings Certificate
51,1060490,Self-employed,8,5,Retirement,0,10–15L,Medium,Beginner,NPS,National Pension System
32,957037,Self-employed,21,3,Tax Saving,0,5–10L,Low,Intermediate,PPF,Public Provident Fund
31,2105372,Self-employed,2,4,Child Education,3,>15L,Low,Intermediate,SSY,Sukanya Samriddhi Yojana
49,1660265,Salaried,15,3,Child Education,3,>15L,High,Intermediate,NPS,National Pension System
51,1781443,Salaried,24,8,Emergency,2,>15L,Low,Expert,ELSS,Equity Linked Savings Scheme
26,783338,Student,22,1,Tax Saving,0,5–10L,Low,Intermediate,PPF,Public Provident Fund
45,406177,Retired,17,1,Tax Saving,0,<5L,Low,Expert,PPF,Public Provident Fund
48,855185,Student,19,5,Tax Saving,2,5–10L,Medium,Beginner,Combo,Mixed Investment Portfolio
24,1922817,Self-employed,5,1,Tax Saving,3,>15L,Medium,Intermediate,NSC,National Savings Certificate
27,382922,Self-employed,6,9,Child Education,0,<5L,High,Expert,ELSS,Equity Linked Savings Scheme
24,881300,Retired,23,6,Wealth Creation,3,5–10L,High,Beginner,Combo,Mixed Investment Portfolio
56,1608063,Self-employed,21,6,Wealth Creation,2,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
58,1703998,Self-employed,1,7,Wealth Creation,2,>15L,Medium,Expert,Combo,Mixed Investment Portfolio
44,1778994,Salaried,12,8,Wealth Creation,0,>15L,High,Intermediate,ELSS,Equity Linked Savings Scheme
53,455846,Self-employed,24,5,Tax Saving,1,<5L,High,Intermediate,Combo,Mixed Investment Portfolio
43,1645878,Salaried,18,7,Emergency,0,>15L,High,Beginner,ELSS,Equity Linked Savings Scheme
42,1842063,Self-employed,8,4,Wealth Creation,3,>15L,Medium,Intermediate,Combo,Mixed Investment Portfolio
42,2009527,Self-employed,15,6,Child Education,1,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
23,1825245,Self-employed,15,6,Child Education,1,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
24,1514844,Student,5,5,Child Education,2,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
49,1044287,Retired,22,4,Child Education,1,10–15L,High,Expert,SSY,Sukanya Samriddhi Yojana
32,898137,Self-employed,5,3,Tax Saving,2,5–10L,Low,Expert,NSC,National Savings Certificate
49,1816917,Retired,4,1,Tax Saving,0,>15L,Medium,Expert,NSC,National Savings Certificate
58,1484491,Retired,5,3,Child Education,2,10–15L,Low,Beginner,SSY,Sukanya Samriddhi Yojana
29,681760,Salaried,21,8,Wealth Creation,0,5–10L,High,Expert,ELSS,Equity Linked Savings Scheme
52,315251,Salaried,9,1,Retirement,3,<5L,Medium,Expert,NPS,National Pension System
40,2213506,Student,23,3,Child Education,0,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
56,1999820,Salaried,16,3,Retirement,0,>15L,High,Expert,NPS,National Pension System
51,919194,Salaried,10,7,Emergency,2,5–10L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
45,1750960,Self-employed,21,4,Wealth Creation,3,>15L,High,Beginner,Combo,Mixed Investment Portfolio
35,2181331,Salaried,13,4,Child Education,1,>15L,Low,Beginner,NPS,National Pension System
49,1703857,Self-employed,9,6,Child Education,3,>15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
56,2051481,Student,3,1,Wealth Creation,1,>15L,Medium,Expert,NSC,National Savings Certificate
37,943913,Self-employed,16,3,Wealth Creation,1,5–10L,Low,Beginner,PPF,Public Provident Fund
31,1677326,Self-employed,4,4,Tax Saving,0,>15L,Low,Beginner,Combo,Mixed Investment Portfolio
51,1778508,Self-employed,2,10,Child Education,0,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
36,977632,Self-employed,17,3,Tax Saving,3,5–10L,High,Beginner,NSC,National Savings Certificate
52,1948868,Student,17,5,Tax Saving,1,>15L,Low,Expert,PPF,Public Provident Fund
45,1968416,Self-employed,5,6,Emergency,3,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
59,875606,Self-employed,6,3,Child Education,3,5–10L,High,Expert,SSY,Sukanya Samriddhi Yojana
56,549526,Retired,24,2,Wealth Creation,0,5–10L,Medium,Expert,NSC,National Savings Certificate
22,1184347,Self-employed,11,5,Emergency,1,10–15L,Low,Beginner,PPF,Public Provident Fund
50,2008588,Self-employed,14,6,Wealth Creation,0,>15L,High,Beginner,Combo,Mixed Investment Portfolio
35,2223381,Retired,9,7,Tax Saving,3,>15L,Low,Expert,ELSS,Equity Linked Savings Scheme
38,758696,Student,4,6,Tax Saving,3,5–10L,High,Intermediate,Combo,Mixed Investment Portfolio
52,410295,Student,15,8,Emergency,3,<5L,High,Expert,ELSS,Equity Linked Savings Scheme
54,2373772,Self-employed,9,9,Emergency,2,>15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
44,1049656,Salaried,19,9,Wealth Creation,2,10–15L,Low,Expert,ELSS,Equity Linked Savings Scheme
33,476549,Self-employed,8,6,Wealth Creation,2,<5L,Low,Intermediate,Combo,Mixed Investment Portfolio
26,1098623,Self-employed,20,4,Emergency,0,10–15L,Medium,Beginner,Combo,Mixed Investment Portfolio
50,1107463,Self-employed,14,4,Child Education,2,10–15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
54,2067089,Student,24,4,Emergency,3,>15L,Low,Intermediate,PPF,Public Provident Fund
47,1724600,Student,6,1,Child Education,1,>15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
23,1379680,Self-employed,10,2,Tax Saving,3,10–15L,High,Intermediate,NSC,National Savings Certificate
51,1053145,Self-employed,11,2,Tax Saving,0,10–15L,Medium,Expert,NSC,National Savings Certificate
23,2310889,Student,5,1,Emergency,3,>15L,Medium,Expert,NSC,National Savings Certificate
24,1804755,Student,8,5,Child Education,0,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
55,939711,Self-employed,5,5,Tax Saving,2,5–10L,High,Expert,Combo,Mixed Investment Portfolio
45,406177,Retired,17,1,Tax Saving,0,<5L,Low,Expert,PPF,Public Provident Fund
33,773130,Retired,10,6,Child Education,0,5–10L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
39,2223696,Student,18,6,Emergency,3,>15L,Low,Expert,PPF,Public Provident Fund
48,985058,Self-employed,5,7,Emergency,3,5–10L,Low,Expert,ELSS,Equity Linked Savings Scheme
40,443954,Self-employed,17,1,Child Education,1,<5L,Low,Intermediate,PPF,Public Provident Fund
26,1215388,Salaried,1,6,Tax Saving,1,10–15L,Low,Expert,NPS,National Pension System
49,641576,Self-employed,1,2,Wealth Creation,1,5–10L,Low,Expert,NSC,National Savings Certificate
55,2472592,Student,16,1,Child Education,3,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
57,2417008,Self-employed,11,1,Child Education,3,>15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
59,2420688,Student,13,3,Emergency,3,>15L,Low,Beginner,PPF,Public Provident Fund
27,1279314,Salaried,23,5,Wealth Creation,0,10–15L,High,Intermediate,NPS,National Pension System
40,2029082,Self-employed,13,6,Child Education,2,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
45,1968416,Self-employed,5,6,Emergency,3,>15L,High,Intermediate,Combo,Mixed Investment Portfolio
26,1973054,Retired,22,2,Wealth Creation,0,>15L,High,Intermediate,NSC,National Savings Certificate
44,2273896,Self-employed,4,1,Tax Saving,1,>15L,Low,Beginner,NSC,National Savings Certificate
37,358697,Retired,1,9,Emergency,1,<5L,Medium,Expert,Combo,Mixed Investment Portfolio
48,855185,Student,19,5,Tax Saving,2,5–10L,Medium,Beginner,Combo,Mixed Investment Portfolio
23,1467078,Self-employed,18,3,Child Education,2,10–15L,High,Expert,SSY,Sukanya Samriddhi Yojana
27,1727117,Self-employed,2,10,Tax Saving,0,>15L,Low,Intermediate,Combo,Mixed Investment Portfolio
28,1489596,Salaried,10,6,Retirement,0,10–15L,Medium,Beginner,NPS,National Pension System
28,1363177,Self-employed,18,3,Tax Saving,1,10–15L,High,Expert,NSC,National Savings Certificate
50,1827450,Self-employed,12,2,Child Education,2,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
35,1563097,Self-employed,13,8,Wealth Creation,3,>15L,High,Expert,ELSS,Equity Linked Savings Scheme
26,1162865,Retired,12,2,Emergency,3,10–15L,High,Intermediate,NSC,National Savings Certificate
50,2390140,Retired,17,3,Wealth Creation,1,>15L,High,Intermediate,NSC,National Savings Certificate
37,1466798,Student,23,4,Tax Saving,3,10–15L,High,Intermediate,Combo,Mixed Investment Portfolio
32,1377996,Salaried,16,7,Emergency,3,10–15L,High,Beginner,ELSS,Equity Linked Savings Scheme
34,356898,Student,12,6,Wealth Creation,0,<5L,Medium,Expert,Combo,Mixed Investment Portfolio
58,1830492,Self-employed,22,2,Tax Saving,2,>15L,Medium,Intermediate,NSC,National Savings Certificate
58,2254575,Salaried,11,4,Emergency,3,>15L,Low,Intermediate,NPS,National Pension System
47,1175137,Salaried,2,4,Emergency,3,10–15L,Medium,Beginner,NPS,National Pension System
27,1275509,Self-employed,2,6,Emergency,3,10–15L,Medium,Beginner,Combo,Mixed Investment Portfolio
59,927668,Self-employed,18,4,Wealth Creation,0,5–10L,Low,Expert,PPF,Public Provident Fund
31,2095811,Self-employed,2,8,Child Education,2,>15L,Medium,Intermediate,SSY,Sukanya Samriddhi Yojana
35,1775802,Self-employed,20,6,Emergency,0,>15L,Low,Beginner,PPF,Public Provident Fund
37,1844903,Student,14,9,Wealth Creation,2,>15L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
25,1494607,Self-employed,1,2,Child Education,2,10–15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
58,1353231,Self-employed,1,7,Wealth Creation,1,10–15L,Low,Beginner,Combo,Mixed Investment Portfolio
31,1155832,Student,17,2,Wealth Creation,1,10–15L,Low,Intermediate,PPF,Public Provident Fund
29,1393905,Self-employed,5,3,Wealth Creation,3,10–15L,Low,Intermediate,NSC,National Savings Certificate
57,1531832,Self-employed,12,5,Emergency,2,>15L,High,Expert,Combo,Mixed Investment Portfolio
48,1122343,Salaried,13,3,Emergency,1,10–15L,Medium,Beginner,NPS,National Pension System
48,607820,Retired,14,5,Child Education,3,5–10L,Low,Intermediate,PPF,Public Provident Fund
53,2116797,Self-employed,12,6,Wealth Creation,2,>15L,Low,Expert,PPF,Public Provident Fund
23,555456,Self-employed,10,6,Wealth Creation,0,5–10L,Low,Beginner,PPF,Public Provident Fund
39,1570767,Self-employed,13,1,Tax Saving,1,>15L,Low,Beginner,PPF,Public Provident Fund
42,2081131,Self-employed,10,3,Child Education,0,>15L,Low,Intermediate,PPF,Public Provident Fund
50,1049039,Self-employed,20,2,Emergency,0,10–15L,High,Expert,NSC,National Savings Certificate
22,648128,Retired,4,2,Child Education,0,5–10L,Low,Intermediate,SSY,Sukanya Samriddhi Yojana
42,1836916,Self-employed,3,1,Emergency,0,>15L,High,Beginner,NSC,National Savings Certificate
57,1305565,Salaried,13,3,Child Education,1,10–15L,Medium,Intermediate,NPS,National Pension System
37,1492443,Self-employed,2,9,Child Education,2,10–15L,High,Intermediate,SSY,Sukanya Samriddhi Yojana
48,1820569,Salaried,17,6,Retirement,2,>15L,Medium,Intermediate,NPS,National Pension System
27,2051447,Salaried,10,5,Retirement,3,>15L,High,Expert,NPS,National Pension System
36,913749,Retired,22,2,Tax Saving,3,5–10L,Medium,Expert,NSC,National Savings Certificate
24,955347,Retired,5,5,Wealth Creation,0,5–10L,Low,Intermediate,Combo,Mixed Investment Portfolio
36,1239044,Self-employed,5,4,Child Education,3,10–15L,High,Expert,SSY,Sukanya Samriddhi Yojana
35,2003987,Self-employed,22,3,Tax Saving,0,>15L,Low,Expert,PPF,Public Provident Fund
23,556599,Salaried,20,5,Child Education,1,5–10L,High,Beginner,NPS,National Pension System
48,787976,Salaried,7,6,Wealth Creation,3,5–10L,Low,Intermediate,NPS,National Pension System
33,1066364,Student,23,3,Tax Saving,3,10–15L,Medium,Intermediate,NSC,National Savings Certificate
22,976110,Self-employed,5,1,Emergency,1,5–10L,High,Intermediate,NSC,National Savings Certificate
55,2228563,Student,17,5,Emergency,2,>15L,High,Expert,Combo,Mixed Investment Portfolio
31,594903,Self-employed,3,5,Tax Saving,2,5–10L,Medium,Intermediate,Combo,Mixed Investment Portfolio
22,1532010,Salaried,12,8,Emergency,1,>15L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
33,2229066,Salaried,8,10,Wealth Creation,0,>15L,Medium,Intermediate,ELSS,Equity Linked Savings Scheme
51,1538663,Self-employed,19,4,Child Education,1,>15L,Low,Intermediate,PPF,Public Provident Fund
55,545377,Salaried,17,3,Child Education,2,5–10L,Low,Expert,NPS,National Pension System
52,1628348,Salaried,21,9,Tax Saving,0,>15L,High,Beginner,ELSS,Equity Linked Savings Scheme
36,2268062,Student,23,7,Wealth Creation,1,>15L,Low,Beginner,ELSS,Equity Linked Savings Scheme
25,1951591,Self-employed,2,2,Wealth Creation,0,>15L,Medium,Expert,NSC,National Savings Certificate
37,1587156,Self-employed,10,1,Child Education,3,>15L,Low,Expert,PPF,Public Provident Fund
31,598987,Salaried,14,2,Tax Saving,3,5–10L,Low,Intermediate,NPS,National Pension System
26,2103329,Self-employed,13,5,Emergency,3,>15L,Low,Intermediate,PPF,Public Provident Fund
27,2343161,Salaried,17,7,Tax Saving,1,>15L,Medium,Expert,ELSS,Equity Linked Savings Scheme
45,308000,Self-employed,14,3,Retirement,2,<5L,Low,Intermediate,NPS,National Pension System
51,2497243,Salaried,4,5,Retirement,0,>15L,High,Intermediate,NPS,National Pension System
36,472193,Self-employed,14,6,Emergency,3,<5L,High,Intermediate,Combo,Mixed Investment Portfolio
22,1374687,Student,10,10,Tax Saving,3,10–15L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
49,329418,Student,17,2,Child Education,1,<5L,High,Beginner,SSY,Sukanya Samriddhi Yojana
49,1009226,Self-employed,16,3,Emergency,0,10–15L,High,Intermediate,NSC,National Savings Certificate
55,1901432,Retired,4,5,Wealth Creation,3,>15L,Low,Beginner,Combo,Mixed Investment Portfolio
23,1462493,Self-employed,19,3,Child Education,0,10–15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
36,348695,Self-employed,3,1,Child Education,2,<5L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
40,851442,Self-employed,12,5,Tax Saving,1,5–10L,Low,Beginner,PPF,Public Provident Fund
59,2103043,Retired,14,3,Child Education,0,>15L,Low,Beginner,PPF,Public Provident Fund
23,1987954,Salaried,7,5,Retirement,1,>15L,Medium,Beginner,NPS,National Pension System
24,2352578,Retired,17,3,Child Education,1,>15L,Low,Expert,PPF,Public Provident Fund
34,905432,Self-employed,18,4,Wealth Creation,0,5–10L,Medium,Expert,Combo,Mixed Investment Portfolio
37,1724079,Self-employed,7,2,Child Education,2,>15L,High,Expert,SSY,Sukanya Samriddhi Yojana
52,665612,Self-employed,16,5,Child Education,2,5–10L,High,Expert,SSY,Sukanya Samriddhi Yojana
31,333033,Self-employed,2,4,Tax Saving,2,<5L,Medium,Intermediate,Combo,Mixed Investment Portfolio
49,1528489,Self-employed,4,3,Wealth Creation,3,>15L,Medium,Beginner,NSC,National Savings Certificate
59,814503,Student,14,6,Tax Saving,3,5–10L,Medium,Intermediate,Combo,Mixed Investment Portfolio
28,1367844,Self-employed,10,2,Child Education,1,10–15L,Medium,Expert,SSY,Sukanya Samriddhi Yojana
53,368069,Retired,7,3,Retirement,1,<5L,Medium,Expert,NPS,National Pension System
36,1950374,Salaried,1,8,Tax Saving,2,>15L,High,Expert,NPS,National Pension System
52,380249,Retired,16,3,Tax Saving,3,<5L,Low,Intermediate,PPF,Public Provident Fund
33,681817,Self-employed,22,4,Emergency,2,5–10L,Medium,Beginner,Combo,Mixed Investment Portfolio
28,477367,Retired,2,3,Emergency,0,<5L,Low,Expert,NSC,National Savings Certificate
47,1265257,Retired,11,9,Emergency,3,10–15L,High,Beginner,ELSS,Equity Linked Savings Scheme
57,1525332,Retired,1,6,Retirement,1,>15L,Medium,Beginner,NPS,National Pension System
42,956568,Self-employed,22,1,Wealth Creation,0,5–10L,Medium,Intermediate,NSC,National Savings Certificate
45,1053830,Student,13,4,Child Education,0,10–15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
49,1045723,Retired,20,7,Tax Saving,0,10–15L,Medium,Expert,ELSS,Equity Linked Savings Scheme
55,530684,Student,7,3,Wealth Creation,3,5–10L,Medium,Intermediate,NSC,National Savings Certificate
55,1581448,Self-employed,8,3,Tax Saving,0,>15L,High,Expert,NSC,National Savings Certificate
29,568966,Self-employed,18,9,Wealth Creation,1,5–10L,High,Intermediate,ELSS,Equity Linked Savings Scheme
45,838093,Self-employed,14,6,Tax Saving,2,5–10L,High,Beginner,Combo,Mixed Investment Portfolio
26,879224,Retired,21,7,Tax Saving,3,5–10L,High,Expert,ELSS,Equity Linked Savings Scheme
55,2028780,Retired,18,8,Tax Saving,2,>15L,High,Beginner,ELSS,Equity Linked Savings Scheme
48,1186745,Salaried,3,4,Emergency,2,10–15L,High,Intermediate,NPS,National Pension System
29,2204624,Salaried,3,4,Child Education,1,>15L,Low,Beginner,NPS,National Pension System
48,945671,Self-employed,13,2,Emergency,2,5–10L,Low,Beginner,PPF,Public Provident Fund
34,1840845,Self-employed,2,5,Tax Saving,3,>15L,Low,Expert,Combo,Mixed Investment Portfolio
51,2170875,Self-employed,12,1,Wealth Creation,0,>15L,Medium,Beginner,NSC,National Savings Certificate
37,716276,Retired,7,4,Emergency,3,5–10L,High,Expert,Combo,Mixed Investment Portfolio
24,1569227,Self-employed,19,1,Child Education,0,>15L,High,Beginner,SSY,Sukanya Samriddhi Yojana
27,2481421,Salaried,20,6,Tax Saving,1,>15L,High,Beginner,NPS,National Pension System
56,1340210,Self-employed,8,9,Wealth Creation,1,10–15L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
36,1414234,Self-employed,13,9,Retirement,0,10–15L,High,Expert,ELSS,Equity Linked Savings Scheme
32,443128,Student,11,2,Wealth Creation,3,<5L,Medium,Expert,NSC,National Savings Certificate
32,778061,Retired,2,8,Tax Saving,0,5–10L,Low,Intermediate,Combo,Mixed Investment Portfolio
59,1180210,Retired,23,10,Emergency,1,10–15L,Medium,Expert,ELSS,Equity Linked Savings Scheme
59,1140720,Salaried,16,2,Emergency,1,10–15L,Low,Intermediate,NPS,National Pension System
38,743973,Salaried,16,10,Emergency,1,5–10L,Medium,Beginner,ELSS,Equity Linked Savings Scheme
23,1509332,Self-employed,12,10,Wealth Creation,1,>15L,High,Expert,ELSS,Equity Linked Savings Scheme
37,302438,Salaried,23,8,Retirement,0,<5L,Low,Intermediate,ELSS,Equity Linked Savings Scheme
36,574244,Student,24,6,Child Education,2,5–10L,Low,Intermediate,PPF,Public Provident Fund
53,2208924,Self-employed,8,3,Wealth Creation,2,>15L,High,Beginner,NSC,National Savings Certificate
38,1045461,Retired,14,5,Tax Saving,3,10–15L,Medium,Beginner,Combo,Mixed Investment Portfolio
59,2341820,Salaried,5,3,Emergency,2,>15L,High,Intermediate,NPS,National Pension System
59,1420494,Student,13,3,Wealth Creation,0,10–15L,Low,Intermediate,PPF,Public Provident Fund
57,1423231,Salaried,20,4,Wealth Creation,1,10–15L,Medium,Expert,NPS,National Pension System
24,1718114,Salaried,19,2,Wealth Creation,2,>15L,Medium,Intermediate,NPS,National Pension System
48,1235209,Student,3,3,Child Education,0,10–15L,Medium,Beginner,SSY,Sukanya Samriddhi Yojana
55,1776201,Retired,14,2,Wealth Creation,3,>15L,High,Intermediate,NSC,National Savings Certificate
54,2390865,Salaried,22,2,Retirement,1,>15L,High,Intermediate,NPS,National Pension System
51,481420,Student,12,7,Tax Saving,2,<5L,Low,Expert,ELSS,Equity Linked Savings Scheme
44,1818345,Retired,15,3,Tax Saving,1,>15L,Medium,Beginner,NSC,National Savings Certificate
34,617818,Student,24,3,Emergency,0,5–10L,Medium,Expert,NSC,National Savings Certificate
